日期,廠名,導電度( μscm),氫離子濃度指標,水溫(℃)
20191102,新營,5802,7.25,27.66
20191102,嘉太,3858,6.91,28.12
20191102,彰濱鹿港,4949,7.73,27.98
20191102,彰濱線西,6375,7.82,27.15
20191102,龍德,2726,7.62,23.01
20191102,龜山,2066,7.13,30.68
20191102,臨海,7023,7.16,33.52
20191102,觀音,3360,7.27,26.17
20191103,土城,4292,6.68,24.87
20191103,大甲幼獅,10349,7.20,24.63
20191103,大武崙,1863,6.60,23.84
20191103,大社,6472,7.13,32.12
20191103,大發,9711,7.09,34.27
20191103,大園,4795,7.06,26.99
20191103,中壢,4303,7.00,27.94
20191103,內埔,2097,7.21,28.64
20191103,斗六,2711,7.41,28.03
20191103,台中,1705,7.04,26.73
20191103,台南科技,8125,7.00,28.52
20191103,平鎮,3158,7.37,28.88
20191103,民雄,4765,7.05,32.63
20191103,永安,6558,6.91,30.10
20191103,永康,2581,7.38,30.49
20191103,全興,2216,7.74,30.06
20191103,安平,1565,7.56,29.32
20191103,竹圍子,3883,7.12,29.46
20191103,官田,4387,6.96,27.25
20191103,林園,9307,7.60,34.99
20191103,芳苑,2746,8.77,30.06
20191103,南崗,5176,6.58,27.86
20191103,屏南,6971,6.53,30.74
20191103,桃園幼獅,2689,6.74,23.46
20191103,雲林科技,1377,3.60,15.96
20191103,新北,377,7.33,25.29
20191103,新竹,5421,6.97,26.29
20191103,新營,5800,7.20,27.48
20191103,嘉太,6264,6.83,29.08
20191103,彰濱鹿港,4722,7.59,28.11
20191103,彰濱線西,6827,7.77,27.22
20191103,龍德,2715,7.63,23.07
20191103,龜山,1823,7.10,29.70
20191103,臨海,6718,7.30,33.45
20191103,觀音,3568,7.19,25.66
20191104,土城,4326,6.80,22.56
20191104,大甲幼獅,10383,7.43,23.90
20191104,大武崙,1732,6.69,23.56
20191104,大社,6333,6.84,31.71
20191104,大發,9371,7.78,34.48
20191104,大園,4981,7.03,25.89
20191104,中壢,3882,6.90,26.51
20191104,內埔,1889,7.23,28.27
20191104,斗六,2790,7.36,27.17
20191104,台中,1636,7.34,25.53
20191104,台南科技,8190,7.00,27.83
20191104,平鎮,3058,7.26,27.92
20191104,民雄,4944,6.88,31.67
20191104,永安,7271,6.81,28.46
20191104,永康,2569,7.28,28.31
20191104,全興,2427,8.09,28.46
20191104,安平,1587,7.63,28.67
20191104,竹圍子,3886,7.18,29.24
20191104,官田,3888,6.95,26.63
20191104,林園,9064,7.64,34.22
20191104,芳苑,2510,7.84,28.15
20191104,南崗,5079,6.60,27.43
20191104,屏南,6524,6.49,30.46
20191104,桃園幼獅,2268,6.98,22.52
20191104,雲林科技,1468,3.59,15.96
20191104,新北,639,6.92,24.39
20191104,新竹,5074,6.95,25.37
20191104,新營,5709,7.14,25.92
20191104,嘉太,6716,6.86,26.27
20191104,彰濱鹿港,4524,7.53,27.11
20191104,彰濱線西,6775,7.84,26.22
20191104,龍德,2626,7.64,22.59
20191104,龜山,1684,7.07,28.23
20191104,臨海,6655,6.85,33.38
20191104,觀音,3755,7.24,25.18
20191105,土城,4043,6.47,22.59
20191105,大甲幼獅,9009,7.50,24.73
20191105,大武崙,1904,6.79,23.22
20191105,大社,6071,7.18,30.91
20191105,大發,9884,7.91,33.92
20191105,大園,5008,7.02,24.95
20191105,中壢,3386,6.89,27.25
20191105,內埔,1803,7.25,28.02
20191105,斗六,2665,7.31,26.92
20191105,台中,1553,7.32,25.95
20191105,台南科技,7482,7.00,27.23
20191105,平鎮,2279,6.99,27.40
20191105,民雄,5059,6.73,31.11
20191105,永安,7504,6.60,28.82
20191105,永康,2527,7.27,29.12
20191105,全興,2382,7.79,28.35
20191105,安平,1605,7.66,28.35
20191105,竹圍子,3933,7.36,28.99
20191105,官田,4101,6.81,26.10
20191105,林園,9374,7.70,34.04
20191105,芳苑,2851,7.97,27.82
20191105,南崗,5016,6.57,27.09
20191105,屏南,5896,6.59,30.37
20191105,桃園幼獅,2302,6.97,22.04
20191105,雲林科技,1338,3.46,15.24
20191105,新北,730,7.05,24.23
20191105,新竹,4867,6.91,26.12
20191105,新營,5941,7.08,27.27
20191105,嘉太,6201,6.99,27.03
20191105,彰濱鹿港,4368,7.61,25.91
20191105,彰濱線西,6479,7.87,25.66
20191105,龍德,2598,7.63,21.57
20191105,龜山,2322,6.94,29.06
20191105,臨海,6700,6.75,33.47
20191105,觀音,3675,7.26,25.77
20191106,土城,4412,6.60,23.53
20191106,大甲幼獅,8803,7.67,24.70
20191106,大武崙,1537,6.83,23.09
20191106,大社,6304,6.96,30.13
20191106,大發,9910,8.01,33.51
20191106,大園,4824,7.13,25.74
20191106,中壢,3494,6.86,28.14
20191106,內埔,2035,7.20,27.70
20191106,斗六,2545,7.26,27.29
20191106,台中,1573,7.31,25.72
20191106,台南科技,6689,6.88,27.05
20191106,平鎮,2516,7.13,27.49
20191106,民雄,4603,7.03,30.84
20191106,永安,6846,6.48,27.22
20191106,永康,2504,7.29,29.20
20191106,全興,2265,7.21,28.29
20191106,安平,1601,7.64,28.21
20191106,竹圍子,3925,7.32,28.87
20191106,官田,4426,6.89,26.19
20191106,林園,9659,7.69,34.23
20191106,芳苑,2706,7.10,29.45
20191106,南崗,5235,6.55,26.90
20191106,屏南,6248,6.61,30.40
20191106,桃園幼獅,2955,7.02,21.91
20191106,雲林科技,1329,3.46,15.20
20191106,新北,884,7.09,24.37
20191106,新竹,5163,6.92,26.19
20191106,新營,6411,7.04,29.47
20191106,嘉太,6456,6.99,26.91
20191106,彰濱鹿港,4452,7.82,26.24
20191106,彰濱線西,6675,7.79,26.04
20191106,龍德,2617,7.61,21.64
20191106,龜山,2827,6.83,30.91
20191106,臨海,6743,6.80,33.34
20191106,觀音,3362,7.19,26.71
20191107,土城,4417,6.62,26.52
20191107,大甲幼獅,9531,7.43,24.33
20191107,大武崙,1801,6.85,23.15
20191107,大社,6106,6.95,29.52
20191107,大發,9734,8.36,33.54
20191107,大園,4805,7.03,26.54
20191107,中壢,3570,6.88,28.08
20191107,內埔,2266,7.21,27.57
20191107,斗六,2575,7.21,27.61
20191107,台中,1588,7.42,25.64
20191107,台南科技,6471,6.85,26.99
20191107,平鎮,2596,7.09,27.84
20191107,民雄,4504,7.14,31.75
20191107,永安,6887,6.56,28.14
20191107,永康,2448,7.35,29.59
20191107,全興,2173,7.33,29.20
20191107,安平,1869,7.51,27.93
20191107,竹圍子,3850,7.30,28.27
20191107,官田,4785,6.93,26.31
20191107,林園,9539,7.55,33.84
20191107,芳苑,2749,8.51,30.01
20191107,南崗,5008,6.58,26.99
20191107,屏南,6654,6.55,30.15
20191107,桃園幼獅,3466,7.32,22.51
20191107,雲林科技,1293,3.43,15.37
20191107,新北,927,7.02,24.71
20191107,新竹,4747,6.93,26.43
20191107,新營,6527,7.04,29.72
20191107,嘉太,6311,7.10,27.07
20191107,彰濱鹿港,4431,7.67,26.62
20191107,彰濱線西,6564,7.84,26.23
20191107,龍德,2595,7.60,22.31
20191107,龜山,2748,6.88,32.48
20191107,臨海,6403,6.71,33.16
20191107,觀音,3614,7.02,26.94
20191108,土城,3825,6.71,24.37
20191108,大甲幼獅,9656,7.42,24.49
20191108,大武崙,2680,6.60,23.23
20191108,大社,6255,7.06,29.43
20191108,大發,9870,8.33,33.44
20191108,大園,4914,7.02,26.05
20191108,中壢,3711,6.89,28.56
20191108,內埔,2280,7.16,27.58
20191108,斗六,2645,7.27,27.62
20191108,台中,1600,7.38,25.22
20191108,台南科技,6417,6.82,26.79
20191108,平鎮,2779,7.03,28.02
20191108,民雄,4529,7.24,31.61
20191108,永安,6610,6.42,28.17
20191108,永康,2416,7.40,29.36
20191108,全興,2238,7.48,29.12
20191108,安平,2034,7.42,27.75
20191108,竹圍子,3831,7.31,28.32
20191108,官田,4532,7.02,26.34
20191108,林園,9194,7.52,33.71
20191108,芳苑,2519,7.45,29.35
20191108,南崗,5641,6.85,26.88
20191108,屏南,6525,6.50,30.04
20191108,桃園幼獅,3233,7.08,22.43
20191108,雲林科技,1391,3.43,15.12
20191108,新北,785,7.01,24.54
20191108,新竹,5167,7.00,26.48
20191108,新營,6906,7.04,29.80
20191108,嘉太,5772,7.10,27.30
20191108,彰濱鹿港,4440,7.71,26.28
20191108,彰濱線西,6305,7.77,25.91
20191108,龍德,2433,7.73,23.12
20191108,龜山,2859,6.83,34.29
20191108,臨海,6390,6.97,33.09
20191108,觀音,3237,7.11,26.02
20191109,土城,4042,6.78,22.49
20191109,大甲幼獅,9544,7.54,23.15
20191109,大武崙,2497,6.48,22.78
20191109,大社,6035,7.11,28.33
20191109,大發,9832,7.50,33.25
20191109,大園,5065,7.05,26.06
20191109,中壢,3793,6.83,28.28
20191109,斗六,2685,7.35,27.47
20191109,台中,1627,7.35,24.68
20191109,台南科技,6146,6.78,26.48
20191109,平鎮,1874,7.14,27.77
20191109,民雄,4566,7.24,30.88
20191109,永安,6135,6.50,27.81
20191109,永康,2465,7.55,28.99
20191109,全興,2055,7.02,28.39
20191109,安平,2002,7.37,27.41
20191109,竹圍子,3827,7.30,28.38
20191109,官田,4454,6.99,25.78
20191109,林園,9036,7.55,33.31
20191109,芳苑,2629,7.59,28.34
20191109,南崗,5684,6.73,26.55
20191109,屏南,6245,6.39,29.81
20191109,桃園幼獅,3312,6.80,21.44
20191109,雲林科技,1548,3.41,14.94
20191109,新北,856,7.03,24.01
20191109,新竹,4389,6.88,26.17
20191109,新營,7043,7.03,29.52
20191109,嘉太,5781,7.13,26.31
20191109,彰濱鹿港,4349,2.64,8.97
20191109,彰濱線西,6500,7.79,25.05
20191109,龍德,2509,7.82,22.70
20191109,龜山,2794,6.90,34.27
20191109,臨海,6546,7.28,33.28
20191109,觀音,3450,7.23,25.09
20191110,土城,4232,6.83,22.35
20191110,大甲幼獅,9812,7.44,23.57
20191110,大武崙,1979,6.65,22.41
20191110,大社,5748,7.11,27.61
20191110,大發,10290,6.98,33.45
20191110,大園,5191,7.27,25.93
20191110,中壢,4019,6.84,27.53
20191110,斗六,2860,7.52,25.09
20191110,台中,1646,7.36,24.40
20191110,台南科技,6255,6.56,26.54
20191110,平鎮,1414,7.30,27.30
20191110,民雄,4996,7.38,31.22
20191110,永安,6513,6.51,28.59
20191110,永康,2401,7.59,28.27
20191110,全興,1989,7.20,27.79
20191110,安平,1986,7.44,27.21
20191110,竹圍子,3821,7.31,28.40
20191110,官田,4586,6.94,25.21
20191110,林園,8567,7.58,33.60
20191110,芳苑,2925,7.85,27.27
20191110,南崗,5965,6.57,26.03
20191110,屏南,6041,6.53,29.65
20191110,桃園幼獅,3082,7.08,21.33
20191110,雲林科技,1499,3.27,14.82
20191110,新北,860,6.83,23.33
20191110,新竹,5618,6.95,26.13
20191110,新營,6761,6.94,29.11
20191110,嘉太,7166,6.83,26.51
20191110,彰濱鹿港,4451,3.07,0.04
20191110,彰濱線西,6447,7.83,25.00
20191110,龍德,2283,7.87,22.29
20191110,龜山,2576,6.90,33.76
20191110,臨海,7141,7.01,33.31
20191110,觀音,3578,7.24,24.52
20191111,土城,4302,6.90,21.28
20191111,大甲幼獅,9151,7.41,23.80
20191111,大武崙,2480,6.83,22.38
20191111,大社,5542,6.99,27.45
20191111,大發,10601,7.89,33.67
20191111,大園,5337,6.97,25.48
20191111,中壢,3837,6.94,26.51
20191111,內埔,1975,7.28,27.40
20191111,斗六,2655,7.70,21.86
20191111,台中,1583,7.37,24.44
20191111,台南科技,6297,6.50,26.49
20191111,平鎮,1702,7.27,26.77
20191111,民雄,5104,7.36,30.85
20191111,永安,6646,6.84,28.68
20191111,永康,2264,7.53,27.73
20191111,全興,2016,7.41,27.49
20191111,安平,1969,7.51,27.15
20191111,竹圍子,3835,7.31,28.41
20191111,官田,4398,6.94,24.82
20191111,林園,7783,7.57,33.42
20191111,芳苑,2793,7.47,27.76
20191111,南崗,5811,6.53,26.10
20191111,屏南,5800,6.50,29.62
20191111,桃園幼獅,2001,6.82,20.55
20191111,雲林科技,1462,3.40,14.85
20191111,新北,873,6.65,22.86
20191111,新竹,5052,6.91,26.24
20191111,新營,6422,6.88,28.67
20191111,嘉太,9905,6.63,28.61
20191111,彰濱鹿港,4515,7.64,14.21
20191111,彰濱線西,6263,7.84,26.03
20191111,龍德,1678,6.95,20.88
20191111,龜山,2420,6.88,33.07
20191111,臨海,8279,6.71,33.31
20191111,觀音,3622,7.29,24.53
20191112,土城,4477,6.46,28.41
20191112,大甲幼獅,7704,7.76,24.56
20191112,大武崙,2298,6.88,22.40
20191112,大社,5293,6.77,28.25
20191112,大發,9990,7.84,33.30
20191112,大園,5237,6.97,26.13
20191112,中壢,3606,6.89,27.29
20191112,內埔,1941,7.24,27.18
20191112,斗六,2215,7.47,23.08
20191112,台中,1507,7.36,24.55
20191112,台南科技,6568,6.48,26.38
20191112,平鎮,2555,7.23,26.90
20191112,民雄,5129,7.30,27.14
20191112,永安,6677,6.85,28.65
20191112,永康,2345,7.37,28.23
20191112,全興,2041,7.68,28.25
20191112,安平,1919,7.47,27.25
20191112,竹圍子,3863,7.29,27.93
20191112,官田,4374,6.89,24.84
20191112,林園,8754,7.58,33.42
20191112,芳苑,3161,8.46,28.77
20191112,南崗,5735,6.50,25.82
20191112,屏南,5540,6.51,29.45
20191112,桃園幼獅,2532,6.81,21.45
20191112,雲林科技,1407,3.46,14.78
20191112,新北,816,6.84,23.77
20191112,新竹,5229,6.96,26.49
20191112,新營,6066,6.81,28.67
20191112,嘉太,9171,6.83,26.08
20191112,彰濱鹿港,4830,7.59,24.78
20191112,彰濱線西,6173,7.81,26.53
20191112,龍德,1957,7.11,22.60
20191112,龜山,2668,6.93,32.59
20191112,臨海,9589,6.70,33.24
20191112,觀音,3398,7.21,25.77
20191113,土城,5118,6.56,29.19
20191113,大甲幼獅,8063,7.65,23.85
20191113,大武崙,1783,6.89,22.45
20191113,大社,5320,6.83,28.54
20191113,大發,9604,7.82,32.94
20191113,大園,5140,6.81,25.69
20191113,中壢,3632,6.83,28.18
20191113,內埔,2188,7.12,27.03
20191113,斗六,2669,7.27,26.58
20191113,台中,1489,7.36,24.69
20191113,台南科技,6608,6.42,26.45
20191113,平鎮,2556,7.17,27.87
20191113,民雄,5104,7.24,29.88
20191113,永安,6640,6.88,28.58
20191113,永康,2392,7.35,29.33
20191113,全興,2059,7.71,29.44
20191113,安平,1855,7.44,27.50
20191113,竹圍子,3992,7.22,27.57
20191113,官田,4500,6.72,25.06
20191113,林園,8518,7.49,33.64
20191113,芳苑,2882,7.38,30.59
20191113,南崗,5665,6.52,26.69
20191113,屏南,5442,6.51,29.30
20191113,桃園幼獅,2856,7.08,22.42
20191113,雲林科技,1288,3.43,14.91
20191113,新北,846,6.91,24.25
20191113,新竹,5212,6.99,26.71
20191113,新營,6386,6.70,28.52
20191113,嘉太,7336,7.07,26.13
20191113,彰濱鹿港,4758,7.65,25.36
20191113,彰濱線西,6046,7.73,27.03
20191113,龍德,1853,7.12,23.55
20191113,龜山,2936,7.02,32.93
20191113,臨海,9746,6.65,32.94
20191113,觀音,3419,7.20,26.25
20191114,土城,5299,6.63,24.49
20191114,大甲幼獅,8482,7.67,23.93
20191114,大武崙,1596,6.80,22.37
20191114,大社,6063,6.81,30.41
20191114,大發,9791,8.00,32.98
20191114,大園,5479,7.02,25.38
20191114,中壢,3678,6.79,27.81
20191114,內埔,2584,7.33,27.00
20191114,斗六,2661,7.26,26.98
20191114,台中,1501,7.44,24.52
20191114,台南科技,6576,6.40,26.41
20191114,平鎮,2530,7.06,27.91
20191114,民雄,5037,7.24,30.73
20191114,永安,4980,5.35,21.42
20191114,永康,2490,7.16,29.53
20191114,全興,2276,7.66,29.03
20191114,安平,1850,7.41,27.39
20191114,竹圍子,4009,7.23,27.79
20191114,官田,4626,6.82,25.31
20191114,林園,7916,7.36,33.38
20191114,芳苑,3010,8.41,29.85
20191114,南崗,5663,6.50,27.87
20191114,屏南,6117,6.73,29.24
20191114,桃園幼獅,3173,7.17,21.74
20191114,雲林科技,1301,3.41,14.85
20191114,新北,935,7.02,23.09
20191114,新竹,5460,6.95,26.19
20191114,新營,6706,6.99,28.32
20191114,嘉太,5609,7.14,25.92
20191114,彰濱鹿港,4909,7.89,24.71
20191114,彰濱線西,5987,7.77,26.08
20191114,龍德,2048,7.08,23.50
20191114,龜山,2882,7.02,33.27
20191114,臨海,9929,7.00,32.79
20191114,觀音,3710,7.18,25.16
20191115,土城,5274,6.74,22.92
20191115,大甲幼獅,8888,7.44,23.68
20191115,大武崙,1844,6.70,22.27
20191115,大社,6417,6.80,30.50
20191115,大發,9596,7.96,32.85
20191115,大園,5469,7.02,24.94
20191115,中壢,3674,6.79,27.22
20191115,內埔,3067,7.77,27.11
20191115,斗六,2735,7.25,27.17
20191115,台中,1500,7.41,24.59
20191115,台南科技,6707,6.40,26.35
20191115,平鎮,2477,7.05,27.40
20191115,民雄,4916,7.18,28.18
20191115,永安,6455,7.08,27.96
20191115,永康,2623,7.10,29.58
20191115,全興,2062,7.70,29.30
20191115,安平,1861,7.38,27.37
20191115,竹圍子,3976,7.21,27.64
20191115,官田,4721,6.94,25.20
20191115,林園,7868,7.39,32.93
20191115,芳苑,2882,7.79,29.47
20191115,南崗,5524,6.50,27.90
20191115,屏南,6395,7.17,29.23
20191115,桃園幼獅,3608,7.19,21.11
20191115,雲林科技,1436,3.35,14.79
20191115,新北,987,7.02,21.42
20191115,新竹,5284,6.96,25.59
20191115,新營,6767,7.01,28.55
20191115,嘉太,3587,7.10,26.70
20191115,彰濱鹿港,4921,7.79,24.95
20191115,彰濱線西,5968,7.80,25.90
20191115,龍德,2429,7.09,22.65
20191115,龜山,2777,7.09,33.40
20191115,臨海,10112,6.60,32.77
20191115,觀音,3529,7.20,25.25
20191116,土城,5560,6.60,25.61
20191116,大甲幼獅,8951,7.57,24.05
20191116,大武崙,2421,6.72,22.53
20191116,大社,6331,6.31,30.65
20191116,大發,9657,7.56,32.84
20191116,大園,5342,7.04,26.79
20191116,中壢,3595,6.78,27.51
20191116,內埔,2863,7.35,27.01
20191116,斗六,2902,7.30,27.65
20191116,台中,1575,7.36,24.98
20191116,台南科技,6755,6.29,26.41
20191116,平鎮,2508,7.09,27.49
20191116,民雄,4904,7.06,31.39
20191116,永安,6317,7.04,27.71
20191116,永康,2611,7.15,29.53
20191116,全興,2062,7.22,29.68
20191116,安平,1867,7.36,27.48
20191116,竹圍子,3945,7.21,27.28
20191116,官田,4874,6.96,25.28
20191116,林園,8527,7.46,33.11
20191116,芳苑,3142,7.93,29.74
20191116,南崗,5421,6.52,27.53
20191116,屏南,6287,6.82,29.12
20191116,桃園幼獅,3268,7.00,21.59
20191116,雲林科技,1325,3.30,14.69
20191116,新北,908,7.06,23.99
20191116,新竹,4629,7.05,26.59
20191116,新營,6943,6.94,29.08
20191116,嘉太,5313,6.99,26.94
20191116,彰濱鹿港,4826,7.75,25.44
20191116,彰濱線西,5734,7.78,26.77
20191116,龍德,2428,7.18,22.61
20191116,龜山,2430,7.07,30.44
20191116,臨海,9454,6.43,32.83
20191116,觀音,3437,7.17,25.47
20191117,土城,5779,6.46,25.35
20191117,大甲幼獅,9271,7.25,24.39
20191117,大武崙,2361,6.82,22.65
20191117,大社,5744,6.06,30.93
20191117,大發,10214,7.67,33.11
20191117,大園,5359,7.10,26.92
20191117,中壢,3656,6.77,27.08
20191117,內埔,2550,7.25,26.93
20191117,斗六,2973,7.33,27.35
20191117,台中,1598,7.35,25.22
20191117,台南科技,6868,6.08,26.64
20191117,平鎮,2621,7.11,27.06
20191117,民雄,5045,6.96,31.12
20191117,永安,6496,6.85,28.97
20191117,永康,2494,7.31,29.21
20191117,全興,2047,7.27,29.77
20191117,安平,1873,7.45,27.31
20191117,竹圍子,3938,7.18,27.52
20191117,官田,4742,6.82,25.41
20191117,林園,8918,7.53,33.07
20191117,芳苑,2937,7.34,29.58
20191117,南崗,5125,6.59,27.75
20191117,屏南,5944,6.91,29.06
20191117,桃園幼獅,2953,7.07,22.26
20191117,雲林科技,1374,3.39,14.73
20191117,新北,794,6.90,24.03
20191117,新竹,3432,7.02,26.65
20191117,新營,6619,6.94,29.38
20191117,嘉太,6222,6.90,26.93
20191117,彰濱鹿港,4839,7.61,25.79
20191117,彰濱線西,5773,7.78,27.24
20191117,龍德,2423,7.21,23.16
20191117,龜山,2485,7.02,30.55
20191117,臨海,9260,6.94,32.83
20191117,觀音,3517,7.16,25.73
20191118,土城,5081,6.38,25.45
20191118,大甲幼獅,8952,7.52,24.15
20191118,大武崙,2551,6.81,22.88
20191118,大社,5880,6.29,31.23
20191118,大發,10585,7.97,33.50
20191118,大園,5485,7.07,25.81
20191118,中壢,3651,6.75,26.12
20191118,內埔,2247,7.36,27.28
20191118,斗六,3020,7.28,26.77
20191118,台中,1511,7.29,24.66
20191118,台南科技,6994,6.20,26.53
20191118,平鎮,2732,7.01,26.71
20191118,民雄,4954,7.00,30.01
20191118,永安,6372,6.85,28.38
20191118,永康,2378,7.45,28.56
20191118,全興,2071,7.49,28.95
20191118,安平,1585,7.63,27.47
20191118,竹圍子,3921,7.13,27.64
20191118,官田,4292,6.58,25.23
20191118,林園,8117,7.52,33.38
20191118,芳苑,2773,7.29,28.65
20191118,南崗,5028,6.60,27.64
20191118,屏南,5506,6.91,29.22
20191118,桃園幼獅,2380,6.92,21.99
20191118,雲林科技,1383,3.41,14.82
20191118,新北,806,6.78,23.85
20191118,新竹,4792,6.74,26.59
20191118,新營,6138,6.86,28.86
20191118,嘉太,6121,6.91,26.69
20191118,彰濱鹿港,4873,7.51,25.65
20191118,彰濱線西,6138,7.80,27.06
20191118,龍德,2476,6.97,23.87
20191118,龜山,2527,7.14,33.09
20191118,臨海,9270,6.75,32.97
20191118,觀音,3704,7.24,24.86
20191119,土城,4993,6.45,27.78
20191119,大甲幼獅,8727,7.55,22.72
20191119,大武崙,1708,6.70,21.43
20191119,大社,6268,6.40,31.09
20191119,大發,9181,7.75,32.94
20191119,大園,5370,7.01,24.03
20191119,中壢,3469,6.71,25.80
20191119,內埔,2038,7.43,26.88
20191119,斗六,2827,7.26,25.88
20191119,台中,1468,7.28,23.22
20191119,台南科技,7186,6.68,25.74
20191119,平鎮,2581,7.00,26.53
20191119,民雄,5099,7.00,31.04
20191119,永安,6536,6.96,27.10
20191119,永康,2277,7.55,27.55
20191119,全興,2226,7.58,27.59
20191119,安平,1453,7.65,27.04
20191119,竹圍子,3923,7.16,27.29
20191119,官田,4398,6.73,24.74
20191119,林園,8918,7.53,32.90
20191119,芳苑,2757,7.28,27.08
20191119,南崗,5367,6.57,26.79
20191119,屏南,5408,6.60,29.23
20191119,桃園幼獅,2775,7.23,20.91
20191119,雲林科技,1373,3.37,14.70
20191119,新北,837,6.91,23.33
20191119,新竹,5753,6.91,25.44
20191119,新營,5798,6.83,27.48
20191119,嘉太,5887,6.83,25.57
20191119,彰濱鹿港,4737,7.44,23.93
20191119,彰濱線西,6436,7.87,25.02
20191119,龍德,2466,7.19,22.49
20191119,龜山,2666,7.00,32.76
20191119,臨海,9159,6.57,33.11
20191119,觀音,3535,7.19,24.30
20191120,土城,5291,6.47,26.09
20191120,大甲幼獅,9132,7.48,22.32
20191120,大武崙,1576,6.62,21.07
20191120,大社,6503,6.44,31.06
20191120,大發,9164,7.44,32.67
20191120,大園,4943,7.05,23.96
20191120,中壢,3199,6.84,26.04
20191120,內埔,2095,7.30,26.88
20191120,斗六,2829,7.25,25.96
20191120,台中,1543,7.41,23.56
20191120,台南科技,7071,6.74,25.57
20191120,平鎮,2519,7.02,26.20
20191120,民雄,5091,7.05,31.04
20191120,永安,6812,7.08,28.09
20191120,永康,2401,7.47,27.93
20191120,全興,2139,7.66,26.64
20191120,安平,1472,7.65,26.55
20191120,竹圍子,3905,7.12,27.08
20191120,官田,4527,6.73,24.48
20191120,林園,8938,7.62,31.94
20191120,芳苑,2639,7.03,27.57
20191120,南崗,5437,6.60,26.53
20191120,屏南,5495,7.02,29.21
20191120,桃園幼獅,3210,7.13,19.69
20191120,雲林科技,1365,3.40,14.58
20191120,新北,888,7.06,22.91
20191120,新竹,5285,6.97,24.87
20191120,新營,5872,6.83,27.36
20191120,嘉太,5441,6.92,25.42
20191120,彰濱鹿港,4562,7.59,23.46
20191120,彰濱線西,6289,7.91,24.23
20191120,龍德,2441,7.69,21.51
20191120,龜山,2536,7.01,32.02
20191120,臨海,9137,7.17,32.96
20191120,觀音,3672,7.10,24.52
20191121,土城,5561,6.43,24.99
20191121,大甲幼獅,9502,7.40,22.82
20191121,大武崙,1819,6.71,21.14
20191121,大社,6303,6.33,30.88
20191121,大發,8973,7.21,32.54
20191121,大園,4536,6.99,23.38
20191121,中壢,3596,7.06,27.01
20191121,內埔,2197,7.24,26.83
20191121,斗六,2895,7.36,25.86
20191121,台中,1496,7.38,23.96
20191121,台南科技,6845,6.69,25.74
20191121,平鎮,2530,7.04,26.28
20191121,民雄,5050,6.99,30.57
20191121,永安,6494,7.13,28.26
20191121,永康,2355,7.41,28.40
20191121,全興,2306,7.93,27.71
20191121,安平,1456,7.63,26.54
20191121,竹圍子,4181,7.17,26.97
20191121,官田,4466,6.68,24.71
20191121,林園,8126,7.52,32.16
20191121,芳苑,2765,7.78,28.31
20191121,南崗,5160,6.60,27.20
20191121,屏南,6705,7.11,29.18
20191121,桃園幼獅,4166,7.29,20.26
20191121,雲林科技,1423,3.55,15.19
20191121,新北,818,7.08,22.96
20191121,新竹,5257,6.95,25.00
20191121,新營,6276,6.97,27.85
20191121,嘉太,5820,7.16,25.00
20191121,彰濱鹿港,4465,7.50,23.80
20191121,彰濱線西,6051,7.90,24.63
20191121,龍德,2699,7.76,21.16
20191121,龜山,2644,7.22,32.38
20191121,臨海,9103,6.81,32.65
20191121,觀音,3788,7.07,25.16
20191122,土城,4569,6.53,23.96
20191122,大甲幼獅,9933,7.25,23.31
20191122,大武崙,1336,6.84,20.70
20191122,大社,6548,6.33,30.87
20191122,大發,9312,7.55,32.59
20191122,大園,4374,6.97,23.96
20191122,中壢,3481,7.11,27.75
20191122,內埔,2408,7.22,27.49
20191122,斗六,2707,7.28,26.94
20191122,台中,1485,7.47,24.72
20191122,台南科技,6704,6.70,25.88
20191122,平鎮,2503,6.99,27.09
20191122,民雄,5282,7.04,31.17
20191122,永安,6218,7.01,27.01
20191122,永康,2414,7.11,28.80
20191122,全興,2056,7.42,28.26
20191122,安平,1419,7.58,26.64
20191122,竹圍子,4346,7.16,26.58
20191122,官田,4527,6.81,25.56
20191122,林園,8529,7.50,32.69
20191122,芳苑,2767,7.61,28.75
20191122,南崗,5128,6.62,26.99
20191122,屏南,7629,6.62,29.22
20191122,桃園幼獅,3727,7.20,22.08
20191122,雲林科技,1359,3.51,15.13
20191122,新北,813,7.06,23.76
20191122,新竹,4760,6.99,25.76
20191122,新營,6377,7.03,28.35
20191122,嘉太,5829,7.26,26.21
20191122,彰濱鹿港,4532,7.38,24.05
20191122,彰濱線西,5873,7.86,25.17
20191122,龍德,2641,7.87,22.00
20191122,龜山,2774,7.25,33.20
20191122,臨海,8606,6.64,32.37
20191122,觀音,3232,7.22,25.41
20191123,土城,4555,6.65,24.78
20191123,大甲幼獅,9677,7.33,24.12
20191123,大武崙,1078,6.62,21.32
20191123,大社,6870,6.60,31.43
20191123,大發,8698,7.18,32.72
20191123,大園,4341,6.99,24.59
20191123,中壢,3638,7.18,28.30
20191123,內埔,2607,7.24,28.19
20191123,斗六,2805,7.34,27.22
20191123,台中,1564,7.32,25.04
20191123,台南科技,6706,6.93,26.22
20191123,平鎮,2420,6.99,27.73
20191123,民雄,5314,7.04,31.51
20191123,永安,5825,7.05,28.92
20191123,永康,2569,7.22,29.25
20191123,全興,2122,7.61,29.06
20191123,安平,1384,7.55,27.11
