river_id,river_name,river_ename,basin_id,in_id,gov_id,river_link
2560M0,加納富溪,JJa Na fu River,2560,256000,1,0@256000@2560M0
2560N0,碧水溪,Bi Shui River,2560,256000,1,0@256000@2560N0
2560O0,四重溪,Si Zhong River,2560,256000,1,0@256000@2560O0
2560P0,美優溪,Mei You River,2560,256000,1,0@256000@2560P0
143070,同安厝排水,Tong An Cuo Drainage,1430,143000,3,0@143000@143070
127010,伯公岡支線,bo gong gang zhi xian,1270,127000,2,0@127000@127010
127020,六股溪排水,liu gu xi pai shui,1270,127000,2,0@127000@127020
11403O,深澳坑溪排水,Ao Keng River Drainage,1140,114030,10,0@114000@114030@11403O
11403P,大內坑溪排水,Da Nei Keng River Drainage,1140,114030,10,0@114000@114030@11403P
128011,四湖支線,Si Hu Zhi Xian,1280,128010,2,0@128000@128010@128011
143043,隘寮溪排水,Ai Liao River Drainage,1430,143040,3,0@143000@143040@143043
155081,埤麻腳排水,Pi Ma Jiao Drainage,1550,155080,5,0@155000@155080@155081
166011,西機場排水,Xi Ji Chang,1660,166010,6,0@166000@166010@166011
173034,吉洋排水,Ji Yang Drainage,1730,173030,7,0@173000@173030@173034
173035,外六寮排水,Wai Liu Liao Drainage,1730,173030,7,0@173000@173030@173035
14306A,四塊厝圳支線,Si Kuai Cuo Zun Ahi Zhi Xian,1430,143061,3,0@143000@143060@143061@14306A
14306C,員寶庄圳支線,Yuan Bao Zhuang Zun Zhi Xian,1430,143061,3,0@143000@143060@143061@14306C
14306D,大埔厝圳支線,Da Pu Cuo Zun Zhi Xian,1430,143061,3,0@143000@143060@143061@14306D
15402A,興安中排四,Xing An Zhong Pai Si,1540,154023,5,0@154000@154020@154023@15402A
17303A,高雄農場排水,Gao Xiong Nong Chang Pai Shui,1730,173035,7,0@173000@173030@173035@17303A
